Tweets,Favorite,Retweets,Engagement,Sentiment,Tweet Length,Exclamations/Questions,Capital Letters,Passion
"This. Humans are animals, and some things are normal mating behavior. 

The (Il)logical end of  is zero physical contact at work-the successful sterilization of 50% of your waking life. 

""The goal of capitalism is to reduce all human interaction to the cash nexus."" ",0,0,0,0.225,271,0,5,5
"Okay, but why is @KeshaRose not one of the ""Silence Breakers"" on this year's #TimeMagazine cover. I'm super disappointed. ",0,0,0,0.027777777777777752,122,0,9,9
Design Matters is out!  #fromthearchives ,0,0,0,0.0,41,1,2,3
"""We do not want other victims to keep suffering in silence."" It's clear that the time for silence is over. #POTY2017  @CantlonLab @celestekidd ",10,2,12,-0.01249999999999999,143,0,10,10
"""I saw off of this happen, and it knocks me out when I think of it.""  WhatNext #Women4Women 
",0,0,0,0.0,94,0,10,10
On our way Water Tower  #TrumpPenceMustGo #Chicago ,1,1,2,0.0,51,0,10,10
Ciara Speaks on Unity and  | Backstage at Women in Music 2017  ,0,0,0,0.0,63,0,8,8
Tarana Burke founder of  movement ,0,0,0,0.0,34,0,4,4
Hey @joerogan do you think if grizzly mans bears could talk or type they?d be in that  life?,0,0,0,0.0,92,1,1,2
He was 18 I was only 14.  ,0,0,0,0.0,26,0,4,4
"At the FL rally, Trump placed doubt in one of the victims for adding notes to Roy Moore's yearbook signature. In her statement, she said her family voted for Trump. News flash conservatives: This man is not loyal. #SilenceBreakers  ",2,0,2,-0.16666666666666666,232,0,12,12
"For black women,  came centuries too late ",2,1,3,-0.2333333333333333,42,0,3,3
US POLITICS & POLICIES is out!  #usa ,0,0,0,0.0,37,1,18,19
A communications Prof at the #uofc is studying the  hash tag. (Looking for link.),0,0,0,0.0,81,0,3,3
"Yep your mad, love it  #ellenshow #drphil #TheDoctors #DRCC #mentalhealth #inspiredbyfionadoyle #womans_aid #colinfarrell #CAA ",0,0,0,-0.0625,127,0,10,10
Declan Daly doing the changes needed  #ellenshow #drphil #TheDoctors #DRCC #mentalhealth #CAA #womans_aid #colinfarrell #declandaly ,0,0,0,0.0,132,0,11,11
"DISTURBING STANDARD @nbc 
@morningmika SAVAGES @alfranken's  VICTIM
This Is Exceptionally GROSS!!!
Especially After 2 @Morning_Joe Staff, Harold Ford Jr. & Mark Halperin Are Revealed To Be Sexual Predators...
RIGHT UNDER YOUR NOSE @JoeNBC @MSNBC
SAD! ",0,0,0,-0.05178571428571428,256,4,87,91
"If your partisanship goes so deep you can?t call on *every* member of your party accused by multiple women of sexual assault to resign, your politics are more important to you than your religion. 

 #TrumpRally #MooreSenate #cafeteriamorality",15,4,19,0.28,244,0,5,5
"Yes, it seems the GOP is now using the  liberal campaign to raise awareness as a political WEAPON to bring down Democrats in Public Office. 
(note no GOP accused have stepped down)

And note WHO is accusing the Dems. Just NOTICE. 

",0,0,0,-0.07777777777777779,237,0,28,28
How Many More Victim's of Sexual Assault and Rape Before the Military loses it's Boy's Club Privelgedge of Trial behind Closed Doors?  military @ProtectRDfnders ,11,7,18,0.06562499999999999,161,1,20,21
"They Fled Boko Haram, Only to Be Raped by Nigeria?s Security Forces --  must also be for women like these via @nytimes ",1,0,1,0.0,119,0,10,10
.@SenateMajLdr & .@SpeakerRyan 17 credible women(at least) say @POTUS .@realDonaldTrump sexually assaulted them.Demand he resign. ,0,0,0,0.20000000000000004,130,0,15,15
 #NewYorkCity #LucyLives Me Too & #WOC voices  #firstsnow ,0,0,0,0.0,58,0,12,12
My Story ? Part 4 (The Second Half of My Year of Hell)   via @TrixieBaldwin,0,0,0,-0.08333333333333333,75,0,13,13
"For black women,  came centuries too late
",0,0,0,-0.2333333333333333,43,0,3,3
"Miss Friday's episode of #BoldTV? You can watch the full replay here! We discussed the disturbing allegations against Roy Moore, Al Franken's resignation, what's next for the  movement with guests from @Refinery29, @FiveThirtyEight, and more!
 ",4,6,10,0.140625,245,3,17,20
 Solidarity: Sexual Harassment is About Labor Too  via @BillMoyers,0,0,0,0.5,66,0,10,10
I came forward about when I was molested at 14 and warned people about the perpetrator. ,0,0,0,0.0,88,0,4,4
"This is disgusting. The system is broken. That they are still allowing unsupervised visitation is a travesty, but not unexpected. This needs a light shone on it. WhatNext  ",2,0,2,-0.2625,172,0,8,8
My Story - Part 3 (The First Half of My Year of Hell)   via @TrixieBaldwin,0,0,0,0.04166666666666667,74,0,13,13
We need to talk about  in law. It's the only way forward. ,0,0,0,0.0,58,0,2,2
Shame on @TIME magazine!! Tarana Burke a BLACK woman created   but its white women like @rosemcgowan @AshleyJudd hogging the limelight. So much for Black Lives Matter!,1,0,1,-0.04374999999999999,167,3,20,23
"TY @washingtonpost for publishing my essay re campus rapes. Info shared with @usedgov but not local police, a policy that needs to change.    #titleix #cleryact   ",5,4,9,0.0,163,0,3,3
Share your story  RallyNYC ,3,2,5,0.0,27,0,7,7
Steven Tyler opens home for abused girls   #steventyler ,0,0,0,0.0,56,0,4,4
So used to such high quality from @amjoyshow that this morning's talk of  disappointed. Never a good idea to abandon due process. Should use the moment of power to change process. Tried to run to top of High Ground and plant a battle flag. 1/,0,0,0,-0.057857142857142836,242,0,8,8
Public radio host Tom Ashbrook placed on leave; undisclosed allegations are being investigated  #NPR #WBUR #TomAshcroft #OnPoint #Media ,0,0,0,0.0,136,0,17,17
" is,
partly,
a reaction to d.t.
becoming
#POTUS45.
 
#DisplacedAnger.
Seeing an #abuser in
such a public constant way,
disdainful of justice or reality,
found its outcry mid-October,
when #HarveyWeinstein was
exposed,
& the Movement-ball got rolling.

WhatNext?",0,0,0,0.1125,276,1,20,21
Tracee Ellis Ross?s children?s book for men is a brilliant  manifesto via @iamwellandgood ,1,0,1,0.9,90,0,5,5
Talking about false memories: I was *convinced* I had suggested (when somebody made a poll) that Time pick the  humans as persons of the year. Turns out I misremembered and had actually suggested something else. Do not trust brains farther than you can throw them. ,7,0,7,-0.20000000000000004,265,0,7,7
"?Atomic Blonde? Producer David Guillod Under ?Active Investigation? for 2014 Rape Accusation (Exclusive) 
 #AtomicBlonde #CharlizeTheron ",0,0,0,-0.06666666666666668,138,0,17,17
"I am a lesbian, I am an aunt who wants a bright future for my nephews. I am a member of . I was a fire captain and paramedic for 20+ years. I want the crooks out of the White House. I want safe gun laws. I want the rich to pay their fair share. #Iamtheresistance ",3,0,3,0.3535714285714286,263,0,10,10
Well done Emma Murphy  #ellenshow #drphil #TheDoctors #DRCC #mentalhealth #inspiredbyfionadoyle #womans_aid #colinfarrell #CAA ,1,0,1,0.0,127,0,12,12
What a time to be alive ,0,0,0,0.1,24,0,3,3
Lost Star Harold Perrineau Breaks Silence After His Daughter Accuses Girls Writer of Rape   ,0,0,0,0.0,92,0,15,15
Women power women #nastywomen  #shepersisted ,1,0,1,0.0,45,0,1,1
 #Sign #Petition here 2 have the #KING of #Sexual #Predators @POTUS #EXPOSED 4 the #SICKO #DT is @SenFeinstein ,0,0,0,0.5,111,0,31,31
Read details about Denis Houston at   #sexualpredator  #harassment #DenisHouston ,0,0,0,0.0,81,0,7,7
The  reckoning continues ? and it's stranger than ever ,0,0,0,0.0,55,0,3,3
"Domestic workers were left out of labor laws like harassment protection by design or default, says @aijenpoo:  ",3,2,5,0.0,111,0,3,3
"AND WHERE is the outcry?

Thank you @SenJeffMerkley 

But ..  
@SenGillibrand 

all I hear is SILENCE ",0,0,0,0.0,109,1,23,24
New Dustin Hoffman Accuser Claims Harassment and Physical Violation on Broadway (Guest Column)   #DustinHoffman ,0,0,0,0.06818181818181818,112,0,15,15
Bryan Singer accuser speaks out: 'A weight has been taken off my back'   #BryanSinger ,1,0,1,0.0,86,0,7,7
"?? ?'Me Too' survivors rally outside of Trump International Hotel?

 ",0,1,1,0.0,71,0,7,7
Photo by @ECMcLaughlin  RallyNYC #DougJonesForSenate ,10,4,14,0.0,53,0,17,17
Rose McGowan slams Meryl Streep over Harvey Weinstein   ,1,0,1,0.6,56,0,9,9
ANOTHER predatory entertainment executive accused of sexual misconduct. It?s almost as if Pizza Gate was real or something...  ,1,0,1,0.35,127,0,12,12
Inspired by  2017 ,0,0,0,0.0,18,0,1,1
How politics might sour the  movement ,0,0,0,-0.15000000000000002,38,0,3,3
.@SpeakerRyan Why did u encourage Franks to resign but won?t begin impeachment hearings against @realDonaldTrump? #Hypocrisy #CowardlyRyan  ,0,0,0,0.0,140,1,11,12
", Say Domestic Workers in the Middle East ",0,0,0,0.0,42,0,7,7
"When a 40 yr old groomed & abused me @ 16, the church told me I led him astray w my dress & actions. @ 31 I now realize how that's devastated my life #ChurchToo #EmptythePews ",9,2,11,0.1,175,0,7,7
Ninety-Nine Words for Boobs Mix  @GeraldoRivera @KevinSpacey @VictoriasSecret   ?,0,0,0,0.0,81,0,13,13
Unacceptable. The fact that most women have been inappropriately touched does not excuse and should not allow this behavior to continue unchallenged.  ,0,0,0,0.2625,151,0,4,4
Disney Music Executive Charged with Child Sex Abuse (EXCLUSIVE)   #Disney #rape #pedophile ,0,0,0,0.0,91,0,19,19
"Opinion | For black women,  came centuries too late - The Washington Post ",0,0,0,-0.2333333333333333,74,0,7,7
"Ken, you jumped the shark bud.  is just getting started. ",55,16,71,0.0,57,0,3,3
Fox News Says Women Should Stop The  Movement Before They Ruin Christmas ???????????????????? ,0,6,6,0.0,94,0,14,14
A sad reality  #ellenshow #drphil #TheDoctors #DRCC #mentalhealth #inspiredbyfionadoyle #womans_aid #colinfarrell #CAA #SpeakOut ,0,0,0,-0.5,129,0,12,12
"FOCUS: Al Franken and the Selective Force of    It's about ""policing sex"".  Great piece by @MashaGessen",0,0,0,0.8,103,0,15,15
What?s your #GreenDot365? #violenceprevention   #RockTheDot #livethegreendot,0,0,0,0.0,76,1,8,9
Disgusting!! #BryanSinger Open to Working with #KevinSpacey   Again: 'It Depends on the Project'   ,1,0,1,-0.5,99,2,13,15
In front of Trump Tower with @refusefascismCH  #TrumpPenceMustGo #Chicago ,0,0,0,0.0,74,0,12,12
 #USAF  FIGHTER  PILOT#LAWYER,0,1,1,0.0,29,0,24,24
A  story worth reading because it shows the long term effects of harassment and bullying. ,1,0,1,0.125,90,0,1,1
"Dylan Farrow shocked that Woody Allen's career has not been impacted by , Harvey Weinstein fall out  #FoxNews",0,0,0,-0.7,109,0,10,10
"If You Think the  Movement Means You Can?t Hug a Woman Anymore, You?re a Simpleton Who Needs to Hug a Wet Electric Socket  via @TheRoot",0,0,0,-0.1,135,0,22,22
" is,
partly,
a reaction to d.t.
becoming
#POTUS45.

11/9/16. Day after
#Election2016.
Was @ Starbux,
guy told me a
woman'd just
burst into tears,
said she was
a survivor.
 
#DisplacedAnger.

WhatNext?

??? #NoMoore2017 ???
???? #NoMoore ????",0,0,0,0.45,261,1,21,22
"Photo by @ECMcLaughlin 
 RallyNYC ",3,3,6,0.0,35,0,13,13
"As people are posting their  stories, dude in #santacon outfit walks by: ?yeah, women?s rights get out of my way. I?m just trying to get fucked up.?",2,0,2,-0.6,148,0,4,4
Marching past Trump Tower  #TrumpPenceMustGo ,0,0,0,-0.25,45,0,9,9
"Research relevant to  via @FemReflect: Gender Differences in the Experience of Workplace Climate in Higher Ed
",2,0,2,0.325,111,0,10,10
Me too not to be confused with  ,1,0,1,-0.4,32,0,3,3
I?m grateful I got to witness a powerful & brave speech by @ECMcLaughlin at the RallyNYC  ,46,14,60,0.55,90,0,12,12
Thank you so much for your article. I have been so depressed since the Franken resignation and am beginning to believe there is something innately wrong with women due to  hysteria. Your words help enormously.,0,0,0,-0.10625,209,0,4,4
"As with most good things, a Black woman named #TaranaBurke was the original creator of the  awareness campaign, but you would never know that from whom @TIME chose to put on its cover celebrating ""The Silence Breakers"" of the movement instead. ",2,0,2,0.3520833333333333,244,0,13,13
"The  movement has made it clear that many men don't have the same concept of what's appropriate behavior as many women do

So fellow women, since we can't control men, we need to take charge of our own destiny:
- be your own boss
- set your own rules
- you get to fire him",1,0,1,0.425,277,0,4,4
"Dr Phil sees threw it,  #ellenshow #drphil #TheDoctors #DRCC #mentalhealth #inspiredbyfionadoyle #womans_aid #colinfarrell #CAA ",0,0,0,0.0,128,0,11,11
"And @HillaryClinton's right hand man, @davidbrockdc, was the one man who was extraordinarily instrumental for Anita Hill's ""damaged reputation."" Why am I NOT a Democrat anymore? This is why. I believed Anita Hill.  ",1,0,1,0.30952380952380953,215,1,17,18
"d.t. becoming #POTUS45

 is, partly, a

So:
#DisplacedAnger.

And...
WhatNext?

>>//|BREAK. SWITCH&lt;&lt;>>

??? #NoMoore2017 ???
???? #NoMoore ????",0,0,0,0.45,162,1,30,31
The way the waitresses & women bartenders dress at Hot Shots @HSC is objectifying toward women. I don't see the men employees in scantily-clad uniforms. #Feminism ,0,0,0,0.25,163,0,10,10
"Interesting to see who turns on women who stand up for other women no matter what.

Women, look at who has your back before your next ",7,1,8,0.09375,136,0,2,2
Gabrielle Union On : ?The Floodgates Have Opened For White Women? ,0,0,0,0.0,66,0,12,12
"Let's keep talking, support each other  #ellenshow #drphil #TheDoctors #DRCC #mentalhealth #mindyou #womans_aid #colinfarrell #CAA ",2,4,6,-0.125,131,0,10,10
" is all too common in national security

(Via SCToday) - The ""remembering"" that Brooks discusses is spot on what I experienced.   ",0,0,0,0.25,132,0,11,11
Al Franken?s Resignation and the Selective Force of  ,0,0,0,0.0,53,0,7,7
Buy a piece of rad art for #Christmas and support a great cause #EndViolenceAgainstWomen We have fantastic works by amazing women. #womenartists #art   @EVAWuk Visit our website:  ,13,9,22,0.6000000000000001,180,0,14,14
"Stories of  were up on the subway wall at Columbus circle, only to be taken down by police minutes later @End_Harassment 
#TheSilenceBreakers #woman
 #USA ",0,0,0,-0.05185185185185186,157,0,14,14
"Just had a good re-listen to Nebraska. If Springsteen added some content for #Opioids , #BLM &  he could re-release it today.",2,0,2,0.7,125,0,10,10
.@jamiaw Thank you for your powerful presence & inspiring words at RallyNYC  We stand with #AnitaHill ,46,14,60,0.4,102,0,10,10
#Call Complain to media of excessive free Moore coverage #resistance #p2 #democrats #independents #AARP #millenials  #womensrights ,2,1,3,0.07500000000000001,131,0,7,7
"A very good thing. How The  Movement Might Be Inspiring More Women To Run Ror Office
 via @FastCompany",13,5,18,0.6366666666666666,103,0,17,17
"
Not only do we need to put an end to sexual violence in America, but also to victim shaming  #society #amwriting #vocal #new",5,4,9,0.14034090909090907,126,0,4,4
I live nextdoor 2bullies. Their behavior's increasingly worse ovr last 6 mo. Sheriffs here again 12/08/17 when the 17 yr old lied & said I'd threatend 2 assault her. It was she who calld me a F'n old hag threatend me 3x physically. I had PTSD. I'd hoped 2 b compassionate. ,0,0,0,-0.01060606060606061,273,0,14,14
"Before delving into her own   story, @docfreeride shared some valuable insight into why so many victims struggle to go public with their experiences of sexual #harassment and abuse. ",0,0,0,0.4,182,0,3,3
"This is so good!   Hi, It?s Us, All the Fourteen-Year-Old Girls in America - McSweeney?s Internet Tendency ",0,0,0,0.875,107,1,16,17
"The snow won't stop us. We say #nomore to sexual assault. ??  RallyNYC 
#TheSilenceBreakers #USA #woman #girls ",0,0,0,0.5,112,0,16,16
"You think people are lying. No, it's just now ppl are actually talking about it. LISTEN. I told a kid in my grade how I've been catcalled and whistled at by a 50 year old man. He had no idea that this actually happenes to so many ppl. Everyone is saying  , b/c they mean it.",16,1,17,0.0575,274,0,12,12
Revolution Club marching with @refusefascismCH  #TrumpPenceMustGo ,3,3,6,0.0,66,0,10,10
...And  spreads to the Judiciary. I'm sure there will be many revelations in the coming months. ,0,0,0,0.5,96,0,3,3
Did Al Franken wreck the  movement or save it?  #pjnet #tcot #ccot ,0,0,0,0.0,67,1,5,6
It could be you too  #XmasDirtyMelody ,0,0,0,0.0,38,0,4,4
MORE FOOTAGE OF JOE BIDEN THE PEDOPHILE HARASSING A MINOR! ARE Y'ALL REALLY ABOUT THIS  OR WHAT CAUSE HOME DUDE IS CLOSER TO THE HEAD OF THE SNAKE THAN ANYBODY ELSE! ,0,0,0,0.22916666666666666,166,2,136,138
"I am a writer, volunteer, activist, 1st gen immigrant & a woman who survived  only to see a treasonous sexual predator elevated to our highest office.

This is not ok. That's why I #RESIST 

 #IAmTheResistance ",5,2,7,0.08333333333333333,214,0,15,15
My wreath - I BELIEVE YOU.  - honors @rosemcgowan @AshleyJudd @GwynethPaltrow @MiraSorvino @AmbraGutierrez #RoseannaArquette and other brave women who have come forward. #HarveyWeinstein  ,5,0,5,0.3375,188,0,24,24
"Saturday December 9 - Opinion:  The awkward silence protecting Woody Allen, from  movement scorn  Via @latimesopinion @PaulMThornton   ",0,0,0,-0.6,135,0,12,12
"Laura Ingraham: Is The  Movement 'Killing All the Fun of Christmas'?  via @mediaite
You have to be one sick puppy to think that being sexually assaulted makes Christmas parties more ""fun""!!!",1,0,1,0.23433035714285716,191,4,13,17
"If you're using #MAGA talking points, you were never a supporter of Dems, let alone . ",1,0,1,0.0,86,0,8,8
"This is a major problem, & one that all our  hashtags & magazine covers aren't addressing yet.  ",27,8,35,0.0625,96,0,3,3
"Part 1: Our very own Evy Yeager shares her experience about surviving childhood sexual abuse, how Safe Horizon helped, and why the  movement must be inclusive. RallyNYC ",18,4,22,0.5933333333333334,169,0,14,14
"Fraud, bigotry, sexism, sexual assault, greed, and recklessness hurt our economy and destroy the unity needed for our nation to live. They also typify the Trump administration.

Resistance is patriotism.

#resist #TheResistance #TrumpRussia  #SaturdayMorning #maga #trump",45,24,69,0.14545454545454545,275,0,10,10
It bothers me that people are talking about Weinstein being the start of the movement against sexual assault & the   . Don't people realize it started because we women are so outraged that Trump was elected after ADMITTING to sexual assault & with so many accusers.,53,27,80,0.15,265,0,15,15
"Trump called Jessica Drake in 2006 & invited her to dinner. When she said no, he asked, ?What do u want? How much?? She received a 2nd call offering her $10,000 & the use of Trump?s private jet if she agreed to sleep with him.
#What_do_u_want? #How_much? #TrumpSexProbe  ",1,0,1,0.06666666666666668,272,4,15,19
"Amber Tamblyn: I?m Not Ready for the Redemption of Men
 
=====
#SexualHarassment #Sexism  #PenceRule #HarveyWeinstein #MattLauer #Complementarianism #MaleHeadship #BiblicalWomanhood #BiblicalManhood",0,0,0,-0.1,201,0,25,25
"A Reckoning on Sexual Misconduct? Absolutely. But How Harsh, Women Ask.
 
#SexualHarassment ",0,0,0,0.16666666666666666,94,1,14,15
"Even in Unruly #Alabama Politics, ?Never Seen Anything Like This?  #Politics101  #TermLimits",0,0,0,0.0,92,0,14,14
"I'm a Republican but...

Why do I feel that @SenFranken  was forced out of office for doing what millions of folks (of both genders) have done at Christmas work parties for generations?

 #jumpingtheshark",2,0,2,-0.30000000000000004,208,1,8,9
Wow I would certainly watch it now  #ellenshow #drphil #TheDoctors #DRCC #mentalhealth #inspiredbyfionadoyle #womans_aid #colinfarrell ,1,0,1,0.15714285714285714,135,0,8,8
How the Church of Scientology seemingly protected Danny Masterson amid rape allegations   #Scientology ,0,0,0,0.0,103,0,8,8
How Politics Might Sour the  Movement  #TermLimits #Politics101,0,0,0,-0.15000000000000002,63,0,10,10
The creator of  Tarana Burke finally gets the recognition she deserves 10 years later  ,53,17,70,0.0,87,0,5,5
This is #FoxNews' take on . I guess the obvious question is obvious: ruined for who exactly? ,1,0,1,0.08333333333333333,93,1,6,7
"Four Research-Based Solutions Beyond Mike Pence?s ?Billy Graham Rule.? by H G Scott
 #BillyGrahamRule #MikePenceRule  #Sexism #SexualHarassment",0,0,0,0.0,144,0,24,24
"#Democrat outraged to learn taxpayers paid $220,000 #sexualharassment claim against him  #TermLimits #Politics101 ",0,0,0,-0.9,114,0,6,6
"Watching this, I cannot & will never ever understand how there is even a true contest between Doug Jones & Roy Moore. If Alabama voters choose Moore, they will have supported Pedophilia & Corruption. I pray for all of America that Moore is defeated. #NoMoore  #VoteDoug PLZ! ",2,0,2,0.4375,275,1,23,24
"I?m a millennial who has never voted for a Republican, but please note that Democrats will never EVER be able to put Bill Clinton in an comparison like this. Obama was a good and decent man, but sexual assault doesn?t have Party boundaries.  ",0,0,0,0.4666666666666667,242,0,13,13
A PR Company Is Sending Newsrooms -Branded Cookies  via @thecut ,0,0,0,0.0,64,0,11,11
"Strong declaration key chain
   Movement WhatsNext",1,0,1,0.0,51,0,12,12
" ""As women we have to support each other and stand up and say : 'No more'."" @Alyssa_Milano #TimePOTY  #TheSilenceBreakers @TIME #PersonOfTheYear #poty",0,1,1,-0.1875,150,0,22,22
Revolution Club on  march #Chicago ,0,0,0,0.0,35,0,5,5
TIME Magazine names ?The Silence Breakers? as the person of the year   #Opinion #Awesome via @GoodThingsGuy ,7,4,11,1.0,108,0,15,15
People taking in the  March on corner of State and Randolf #TrumpPenceMustGo #Chicago ,0,3,3,0.0,86,0,11,11
"We are sharing our stories and saying  at Columbus Circle Station NOW.

RallyNYC 
#TheSilenceBreakers #woman #USA #girls ",0,0,0,0.0,124,0,21,21
"Please read this. It belies the perception that women in the #privacy profession are not subject to inappropriate conduct from senior men in the workplace. This is an important  story, not just about leaning in. ",5,3,8,0.2416666666666667,212,0,3,3
"After a  rally in front of Trump International Hotel today, protesters put up hundreds of post-it notes in the Columbus Circle subway station with messages of support for victims of sexual harassment. NYPD just took them all down ",6,2,8,0.1148148148148148,230,0,10,10
Let's be thankful for all the women speaking out about abuse.   ,1,0,1,0.0,64,0,3,3
"Join @BobbiLParish and @RachelintheOC when we guest this Monday on #SayftyChat 8am pst/11am est with @kapoors_s and @SayftyCom. Use #SayftyCom hashtag to join! 

Topic: #VictimBlaming Language. Do you use it? Can we help change it? Don't miss this important  discussion. ",1,0,1,0.4,273,3,24,27
?I don?t think it?s a coincidence whose pain has been taken seriously. Whose pain we have showed historically and continued to show. Whose pain is tolerable and whose pain is intolerable. And whose pain needs to be addressed now.?  ,0,0,0,-0.16666666666666666,232,0,6,6
Grace VanderWaal Speaks out of  | Backstage at Women in Music 2017  ,0,0,0,0.0,68,0,9,9
No begrudging #emilio but when has a #publiclibrary EVER had so many male #librarians? & the lead actress is simply a love interest who fails to grasp the men's larger fight. #dumbwomen So much 4 the  cultural moment. This movie screams #femalelead: ,0,1,1,0.11428571428571427,250,1,7,8
"In this moment of , even the science that supports iconic gender stereotypes, like ?men really do find high heels sexier,? is coming crashing down ",15,6,21,0.1761111111111111,147,0,3,3
"Shout out to the women from around the world (India, Africa) who cant say  but go thru it daily. we love u sisters.",0,0,0,0.25,115,0,3,3
I can't recommend enough that you read this. It got my heart beating fast the whole way through. This is the world we are creating.   by @ClaireBerlinski ,3,1,4,0.13333333333333333,154,0,7,7
I?ve had some fantastic cross-generational conversations with older women about the  movement. So many of them went through so much more with fewer resources than me.,6,0,6,0.39166666666666666,166,0,4,4
"ALABAMA! LET'S DO THIS! ELECT A NON-PEDOPHILE! SAVE OUR COUNTRY! KEEP PERVERTS OUT OF OFFICE! KEEP ADMITTED SEXUAL ASSAULTER ROY MOORE .@MOORESENATE OUT OF OFFICE!

#ELECT DOUG JONES FOR THE SENATE ON TUESDAY

#Jones4SENATE #VoteThemOut #VoteThemOut2018  ",0,0,0,0.8083333333333332,259,6,177,183
From the idea to highlight the  movement and the people who spoke out about abuse to the story reporting and? ,0,0,0,0.0,110,0,3,3
Is  moving into domestic violence? ,0,0,0,0.0,35,1,3,4
"#Leeann #Tweeden claimed #AlFranken wrote the line to kiss her on the spot at the 2006 USO tour.
Does that mean Tweeden read the script?
This is the same or similar script.
So Tweeden was offended by a kiss and not the ""thorough breast examination every year""?!?!
#Franken  ",3,2,5,-0.10416666666666667,278,5,15,20
" ""I could never imagine this, I could never have envisioned something that could change the world."" @TaranaBurke #TheSilenceBreakers @TIME #PersonOfTheYear #TimePOTY",0,1,1,0.0,165,0,22,22
when shitty men u know constantly come to u for emotional support and help in relation to the  movement ,6,0,6,0.0,104,0,0,0
#IAmTheResistance because a pedophile is running for the Senate and @realDonaldTrump is a sexual predator. ,1,0,1,0.5,107,0,9,9
"I?m a #Trump?? voter

Seems I?m of no value. 

 doesn?t count
Opinions on life doesn?t count
Religion? Doesn?t count
Views on gays? Doesn?t count

So I watch the idiocy of the LEFT yelling to the LEFT and somehow that?ll fix their issues

DRAIN the SWAMP of lunatics",0,0,0,-0.1,277,2,31,33
"When I saw some arrogant straight guy mansplaining about  and analyzing 'this is feminism, oh this is not' I was just fucking mad. Some people are suffering and you use this to make yourself look smart. Fuck you!",19,0,19,-0.17767857142857146,212,1,5,6
Will the  movement lead to lasting change in how women are treated? Vote & discuss on TOK  ,0,0,0,0.0,91,1,7,8
"Tired of glossy magazine covers staring you down in the check out aisle- Telling you who the spokesmodel of your gender's movement is? If you know who Tarana Burke is, please SHARE this image.  #wearelistening  ",2,0,2,-0.2777777777777778,211,1,10,11
Anita Hill Schools Hollywood on Sexual Harassment  -  #AnitaHill #Hollywood,0,0,0,0.5,75,0,11,11
Dustin Hoffman accused of 'abusive' sexual harassment on Broadway   #DustinHoffman ,0,0,0,0.5,83,0,7,7
Girls learn early that if abuse comes from a male it will be defended. He hits you because he likes you. Boys will be boys. You're being too sensitive. Just ignore it.  PhD ,61,37,98,0.06666666666666668,173,0,11,11
"#IAmTheResistance because I will never allow bullying, racism and treasonous behavior to become a norm. Many men in my fam are vets. I resist for them also, they deserve better. Oh, and. ",13,4,17,0.5,187,0,10,10
Opinion |  needs to become #NotHim ,0,0,0,0.0,35,0,5,5
The  reckoning continues ? and it's stranger than ever | By Jessica Valenti ,13,8,21,0.0,76,0,6,6
"Anita Hill joins  campaigners on stage
 via @MailOnline",0,0,0,0.0,56,0,4,4
I was Hillary chief foreign-policy advisor. And I have a  mea culpa. ,0,0,0,0.0,69,0,6,6
Not a looker in the bunch  RallyNYC rally,1,0,1,0.0,41,0,7,7
Women r not breeders and women r not whores #TrumpPenceMustGo and No Roy Moore chant on March  #Chicago ,4,2,6,0.0,104,0,12,12
" WhatNext
With so many women speaking up against forms of #sexualHarasment, #sexualViolence, is the #global #Corporate #world any subtly or directly apprehensive to #onboard #women ? ? 
#Fairness is far away from #apprehension
#JustAThought
#GBV
#VAW
#GenderEquality ",1,0,1,0.14,273,1,22,23
Voted #TIMETotallyFailed on @TheTylt because  didn't deserve Person of the Year  ,1,1,2,0.0,81,0,13,13
"#SaturdayMorning and despite ... I'd vote for #RoyMoore.  Here's why??:  A ""barnyard rooster"" would be better than another #Establishment #liberal, who'd protect #Global or #Undocumented #Labor more than he would THE LABORERS OF HIS OWN NATION!",0,0,0,0.4375,244,1,38,39
This is one of the reasons I can never vote Republican ever again. #RestoreCivility .@RepKinzinger #IL16  ,0,0,0,0.0,106,0,11,11
"""In 1991, women wore ?I Believe Anita? buttons. Now they post ."" How the Weinstein Scandal Unleashed a Tsunami via @nytimes ",3,0,3,0.0,124,0,10,10
The one best Idea for ending sexual harassment. #svpol  #eupol  ,1,0,1,0.75,64,0,4,4
"Hey 
Does anyone want to enlighten this gentleman on the proper way to address a woman in conversation? ",0,0,0,0.0,105,1,4,5
Hashtag campaigns have brought harassment into the spotlight. But it's still hard to speak up.:  #career #womenatwork #workplace ,1,0,1,-0.2916666666666667,129,0,2,2
"Opinion | For black women,  came centuries too late ",0,0,0,-0.2333333333333333,52,0,4,4
"Stories of  were up on the subway wall at Columbus circle, only to be taken down by police minutes later @NOW_NYC ",1,0,1,-0.05185185185185186,114,0,10,10
"Rose is a twisted liberal trying to hide behind  as a ""woman"" she knew what DK was speaking about though failed to take personal responsibility for her outfits when she dated Manson allowing media to pounce on DK ",0,0,0,-0.16,213,0,6,6
A Lawyer?s  Story with Bailey Standish [GWL 123]  New from @nicoleabboud ,4,0,4,0.13636363636363635,73,0,11,11
"That's what Leeann Tweeden said when she was being sexually assaulted by #Franken 

 ",1,0,1,0.5,87,0,6,6
